timestamp, power.draw [W]
2022/11/21 17:02:24.254, 41.67 W
2022/11/21 17:02:24.269, 41.67 W
2022/11/21 17:02:24.282, 41.67 W
2022/11/21 17:02:24.295, 41.67 W
2022/11/21 17:02:24.309, 41.67 W
2022/11/21 17:02:24.322, 41.67 W
2022/11/21 17:02:24.335, 41.67 W
2022/11/21 17:02:24.349, 41.67 W
2022/11/21 17:02:24.362, 41.77 W
2022/11/21 17:02:24.375, 41.77 W
2022/11/21 17:02:24.390, 41.77 W
2022/11/21 17:02:24.403, 41.77 W
2022/11/21 17:02:24.416, 41.77 W
2022/11/21 17:02:24.430, 41.77 W
2022/11/21 17:02:24.443, 41.77 W
2022/11/21 17:02:24.456, 41.57 W
2022/11/21 17:02:24.471, 41.57 W
2022/11/21 17:02:24.484, 41.57 W
2022/11/21 17:02:24.496, 41.57 W
2022/11/21 17:02:24.511, 41.57 W
2022/11/21 17:02:24.523, 41.57 W
2022/11/21 17:02:24.536, 41.57 W
2022/11/21 17:02:24.551, 41.67 W
2022/11/21 17:02:24.566, 41.67 W
2022/11/21 17:02:24.578, 41.67 W
2022/11/21 17:02:24.591, 41.67 W
2022/11/21 17:02:24.604, 41.67 W
2022/11/21 17:02:24.617, 41.67 W
2022/11/21 17:02:24.631, 41.67 W
2022/11/21 17:02:24.644, 41.67 W
2022/11/21 17:02:24.657, 41.57 W
2022/11/21 17:02:24.672, 41.57 W
2022/11/21 17:02:24.685, 41.57 W
2022/11/21 17:02:24.697, 41.57 W
2022/11/21 17:02:24.712, 41.57 W
2022/11/21 17:02:24.724, 41.57 W
2022/11/21 17:02:24.737, 41.57 W
2022/11/21 17:02:24.752, 41.57 W
2022/11/21 17:02:24.767, 41.57 W
2022/11/21 17:02:24.779, 41.57 W
2022/11/21 17:02:24.792, 41.57 W
2022/11/21 17:02:24.805, 41.57 W
2022/11/21 17:02:24.818, 41.57 W
2022/11/21 17:02:24.832, 41.57 W
2022/11/21 17:02:24.845, 41.57 W
2022/11/21 17:02:24.858, 41.67 W
2022/11/21 17:02:24.873, 41.67 W
2022/11/21 17:02:24.886, 41.67 W
2022/11/21 17:02:24.899, 41.67 W
2022/11/21 17:02:24.913, 41.67 W
2022/11/21 17:02:24.926, 41.67 W
2022/11/21 17:02:24.938, 41.67 W
2022/11/21 17:02:24.953, 41.58 W
2022/11/21 17:02:24.968, 41.58 W
2022/11/21 17:02:24.981, 41.58 W
2022/11/21 17:02:24.993, 41.58 W
2022/11/21 17:02:25.006, 41.58 W
2022/11/21 17:02:25.019, 41.58 W
2022/11/21 17:02:25.034, 41.58 W
2022/11/21 17:02:25.046, 41.58 W
2022/11/21 17:02:25.059, 41.57 W
2022/11/21 17:02:25.074, 41.57 W
2022/11/21 17:02:25.087, 41.57 W
2022/11/21 17:02:25.099, 41.57 W
2022/11/21 17:02:25.114, 41.57 W
2022/11/21 17:02:25.126, 41.57 W
2022/11/21 17:02:25.139, 41.57 W
2022/11/21 17:02:25.154, 41.57 W
2022/11/21 17:02:25.169, 41.57 W
2022/11/21 17:02:25.181, 41.57 W
2022/11/21 17:02:25.195, 41.57 W
2022/11/21 17:02:25.207, 41.57 W
2022/11/21 17:02:25.220, 41.57 W
2022/11/21 17:02:25.235, 41.57 W
2022/11/21 17:02:25.248, 41.57 W
2022/11/21 17:02:25.261, 41.66 W
2022/11/21 17:02:25.275, 41.66 W
2022/11/21 17:02:25.288, 41.66 W
2022/11/21 17:02:25.301, 41.66 W
2022/11/21 17:02:25.315, 41.66 W
2022/11/21 17:02:25.328, 41.66 W
2022/11/21 17:02:25.341, 41.66 W
2022/11/21 17:02:25.355, 41.57 W
2022/11/21 17:02:25.370, 41.57 W
2022/11/21 17:02:25.383, 41.57 W
2022/11/21 17:02:25.396, 41.57 W
2022/11/21 17:02:25.408, 41.57 W
2022/11/21 17:02:25.421, 41.57 W
2022/11/21 17:02:25.436, 41.57 W
2022/11/21 17:02:25.448, 41.57 W
2022/11/21 17:02:25.461, 41.57 W
2022/11/21 17:02:25.476, 41.57 W
2022/11/21 17:02:25.489, 41.57 W
2022/11/21 17:02:25.502, 41.57 W
2022/11/21 17:02:25.516, 41.57 W
2022/11/21 17:02:25.529, 41.57 W
2022/11/21 17:02:25.542, 41.57 W
2022/11/21 17:02:25.556, 41.57 W
2022/11/21 17:02:25.571, 41.57 W
2022/11/21 17:02:25.584, 41.57 W
2022/11/21 17:02:25.597, 41.57 W
2022/11/21 17:02:25.610, 41.57 W
2022/11/21 17:02:25.622, 41.57 W
2022/11/21 17:02:25.637, 41.57 W
2022/11/21 17:02:25.650, 41.57 W
2022/11/21 17:02:25.662, 41.57 W
2022/11/21 17:02:25.678, 41.57 W
2022/11/21 17:02:25.690, 41.57 W
2022/11/21 17:02:25.703, 41.57 W
2022/11/21 17:02:25.717, 41.57 W
2022/11/21 17:02:25.730, 41.57 W
2022/11/21 17:02:25.743, 41.57 W
2022/11/21 17:02:25.758, 41.57 W
2022/11/21 17:02:25.772, 41.57 W
2022/11/21 17:02:25.785, 41.57 W
2022/11/21 17:02:25.798, 41.57 W
2022/11/21 17:02:25.811, 41.57 W
2022/11/21 17:02:25.823, 41.57 W
2022/11/21 17:02:25.838, 41.57 W
2022/11/21 17:02:25.851, 41.57 W
2022/11/21 17:02:25.864, 41.57 W
2022/11/21 17:02:25.879, 41.57 W
2022/11/21 17:02:25.891, 41.57 W
2022/11/21 17:02:25.904, 41.57 W
2022/11/21 17:02:25.918, 41.57 W
2022/11/21 17:02:25.931, 41.57 W
2022/11/21 17:02:25.944, 41.57 W
2022/11/21 17:02:25.959, 41.57 W
2022/11/21 17:02:25.973, 41.57 W
2022/11/21 17:02:25.986, 41.57 W
2022/11/21 17:02:25.999, 41.57 W
2022/11/21 17:02:26.012, 41.57 W
2022/11/21 17:02:26.024, 41.57 W
2022/11/21 17:02:26.039, 41.57 W
2022/11/21 17:02:26.052, 41.57 W
2022/11/21 17:02:26.065, 41.57 W
2022/11/21 17:02:26.080, 41.57 W
2022/11/21 17:02:26.092, 41.57 W
2022/11/21 17:02:26.105, 41.57 W
2022/11/21 17:02:26.119, 41.57 W
2022/11/21 17:02:26.132, 41.57 W
2022/11/21 17:02:26.145, 41.57 W
2022/11/21 17:02:26.160, 41.57 W
2022/11/21 17:02:26.174, 41.57 W
2022/11/21 17:02:26.187, 41.57 W
2022/11/21 17:02:26.200, 41.57 W
2022/11/21 17:02:26.213, 41.57 W
2022/11/21 17:02:26.225, 41.57 W
2022/11/21 17:02:26.240, 41.57 W
2022/11/21 17:02:26.253, 41.57 W
2022/11/21 17:02:26.265, 41.49 W
2022/11/21 17:02:26.281, 41.49 W
2022/11/21 17:02:26.294, 41.49 W
2022/11/21 17:02:26.306, 41.49 W
2022/11/21 17:02:26.321, 41.49 W
2022/11/21 17:02:26.333, 41.49 W
2022/11/21 17:02:26.346, 41.49 W
2022/11/21 17:02:26.362, 41.57 W
2022/11/21 17:02:26.375, 41.57 W
2022/11/21 17:02:26.388, 41.57 W
2022/11/21 17:02:26.401, 41.57 W
2022/11/21 17:02:26.414, 41.57 W
2022/11/21 17:02:26.427, 41.57 W
2022/11/21 17:02:26.441, 41.57 W
2022/11/21 17:02:26.454, 41.57 W
2022/11/21 17:02:26.467, 41.57 W
2022/11/21 17:02:26.482, 41.57 W
2022/11/21 17:02:26.495, 41.57 W
2022/11/21 17:02:26.507, 41.57 W
2022/11/21 17:02:26.522, 41.57 W
2022/11/21 17:02:26.534, 41.57 W
2022/11/21 17:02:26.547, 41.57 W
2022/11/21 17:02:26.562, 41.57 W
2022/11/21 17:02:26.576, 41.57 W
2022/11/21 17:02:26.589, 41.57 W
2022/11/21 17:02:26.602, 41.57 W
2022/11/21 17:02:26.615, 41.57 W
2022/11/21 17:02:26.628, 41.57 W
2022/11/21 17:02:26.642, 41.57 W
2022/11/21 17:02:26.655, 41.57 W
2022/11/21 17:02:26.668, 41.57 W
2022/11/21 17:02:26.683, 41.57 W
2022/11/21 17:02:26.695, 41.57 W
2022/11/21 17:02:26.708, 41.57 W
2022/11/21 17:02:26.723, 41.57 W
2022/11/21 17:02:26.736, 41.57 W
2022/11/21 17:02:26.748, 41.57 W
2022/11/21 17:02:26.763, 41.58 W
2022/11/21 17:02:26.777, 41.58 W
2022/11/21 17:02:26.790, 41.58 W
2022/11/21 17:02:26.803, 41.58 W
2022/11/21 17:02:26.816, 41.58 W
2022/11/21 17:02:26.829, 41.58 W
2022/11/21 17:02:26.843, 41.58 W
2022/11/21 17:02:26.856, 41.58 W
2022/11/21 17:02:26.869, 41.57 W
2022/11/21 17:02:26.884, 41.57 W
2022/11/21 17:02:26.896, 41.57 W
2022/11/21 17:02:26.909, 41.57 W
2022/11/21 17:02:26.924, 41.57 W
2022/11/21 17:02:26.936, 41.57 W
2022/11/21 17:02:26.949, 41.57 W
2022/11/21 17:02:26.964, 41.57 W
2022/11/21 17:02:26.979, 41.57 W
2022/11/21 17:02:26.991, 41.57 W
2022/11/21 17:02:27.004, 41.57 W
2022/11/21 17:02:27.017, 41.57 W
2022/11/21 17:02:27.030, 41.57 W
2022/11/21 17:02:27.045, 41.57 W
2022/11/21 17:02:27.057, 41.57 W
2022/11/21 17:02:27.070, 41.47 W
2022/11/21 17:02:27.085, 41.47 W
2022/11/21 17:02:27.098, 41.47 W
2022/11/21 17:02:27.110, 41.47 W
2022/11/21 17:02:27.125, 41.47 W
2022/11/21 17:02:27.138, 41.47 W
2022/11/21 17:02:27.150, 41.47 W
2022/11/21 17:02:27.165, 41.57 W
2022/11/21 17:02:27.180, 41.57 W
2022/11/21 17:02:27.193, 41.57 W
2022/11/21 17:02:27.206, 41.57 W
2022/11/21 17:02:27.218, 41.57 W
2022/11/21 17:02:27.231, 41.57 W
2022/11/21 17:02:27.246, 41.57 W
2022/11/21 17:02:27.258, 41.57 W
2022/11/21 17:02:27.271, 41.57 W
2022/11/21 17:02:27.287, 41.57 W
2022/11/21 17:02:27.299, 41.57 W
2022/11/21 17:02:27.312, 41.57 W
2022/11/21 17:02:27.326, 41.57 W
2022/11/21 17:02:27.339, 41.57 W
2022/11/21 17:02:27.352, 41.57 W
2022/11/21 17:02:27.367, 41.47 W
2022/11/21 17:02:27.381, 41.47 W
2022/11/21 17:02:27.393, 41.47 W
2022/11/21 17:02:27.407, 41.47 W
2022/11/21 17:02:27.420, 41.47 W
2022/11/21 17:02:27.433, 41.47 W
2022/11/21 17:02:27.447, 41.47 W
2022/11/21 17:02:27.460, 41.47 W
2022/11/21 17:02:27.473, 44.42 W
2022/11/21 17:02:27.489, 44.42 W
2022/11/21 17:02:27.502, 44.42 W
2022/11/21 17:02:27.515, 44.42 W
2022/11/21 17:02:27.528, 44.42 W
2022/11/21 17:02:27.541, 44.42 W
2022/11/21 17:02:27.554, 44.42 W
2022/11/21 17:02:27.568, 44.52 W
2022/11/21 17:02:27.583, 44.52 W
2022/11/21 17:02:27.596, 44.52 W
2022/11/21 17:02:27.609, 44.52 W
2022/11/21 17:02:27.621, 44.52 W
2022/11/21 17:02:27.634, 44.52 W
2022/11/21 17:02:27.649, 44.52 W
2022/11/21 17:02:27.661, 44.52 W
2022/11/21 17:02:27.674, 72.40 W
2022/11/21 17:02:27.694, 72.40 W
2022/11/21 17:02:27.706, 72.40 W
2022/11/21 17:02:27.719, 72.40 W
2022/11/21 17:02:27.732, 72.40 W
2022/11/21 17:02:27.744, 72.40 W
2022/11/21 17:02:27.757, 72.40 W
2022/11/21 17:02:27.770, 71.53 W
2022/11/21 17:02:27.785, 71.53 W
2022/11/21 17:02:27.798, 71.53 W
2022/11/21 17:02:27.810, 71.53 W
2022/11/21 17:02:27.823, 71.53 W
2022/11/21 17:02:27.836, 71.53 W
2022/11/21 17:02:27.851, 71.53 W
2022/11/21 17:02:27.863, 71.53 W
2022/11/21 17:02:27.876, 71.72 W
2022/11/21 17:02:27.891, 71.72 W
2022/11/21 17:02:27.904, 71.72 W
2022/11/21 17:02:27.916, 71.72 W
2022/11/21 17:02:27.931, 71.72 W
2022/11/21 17:02:27.944, 71.72 W
2022/11/21 17:02:27.956, 71.72 W
2022/11/21 17:02:27.972, 71.72 W
2022/11/21 17:02:27.986, 71.72 W
2022/11/21 17:02:27.999, 71.72 W
2022/11/21 17:02:28.012, 71.72 W
2022/11/21 17:02:28.025, 71.72 W
2022/11/21 17:02:28.037, 71.72 W
2022/11/21 17:02:28.056, 71.72 W
2022/11/21 17:02:28.068, 71.72 W
2022/11/21 17:02:28.081, 274.61 W
2022/11/21 17:02:28.102, 274.61 W
2022/11/21 17:02:28.114, 274.61 W
2022/11/21 17:02:28.127, 274.61 W
2022/11/21 17:02:28.139, 274.61 W
2022/11/21 17:02:28.157, 274.61 W
2022/11/21 17:02:28.170, 274.61 W
2022/11/21 17:02:28.192, 251.91 W
2022/11/21 17:02:28.225, 251.91 W
2022/11/21 17:02:28.246, 251.91 W
2022/11/21 17:02:28.270, 251.91 W
2022/11/21 17:02:28.282, 251.50 W
2022/11/21 17:02:28.295, 251.50 W
2022/11/21 17:02:28.308, 251.50 W
2022/11/21 17:02:28.321, 251.50 W
2022/11/21 17:02:28.333, 251.50 W
2022/11/21 17:02:28.346, 251.50 W
2022/11/21 17:02:28.360, 251.50 W
2022/11/21 17:02:28.372, 251.50 W
2022/11/21 17:02:28.385, 247.50 W
2022/11/21 17:02:28.402, 247.50 W
2022/11/21 17:02:28.415, 247.50 W
2022/11/21 17:02:28.428, 247.50 W
2022/11/21 17:02:28.440, 247.50 W
2022/11/21 17:02:28.453, 247.50 W
2022/11/21 17:02:28.465, 247.50 W
2022/11/21 17:02:28.480, 254.44 W
2022/11/21 17:02:28.493, 254.44 W
2022/11/21 17:02:28.505, 254.44 W
2022/11/21 17:02:28.520, 254.44 W
2022/11/21 17:02:28.533, 254.44 W
2022/11/21 17:02:28.545, 254.44 W
2022/11/21 17:02:28.564, 254.44 W
2022/11/21 17:02:28.576, 254.44 W
2022/11/21 17:02:28.589, 68.81 W
2022/11/21 17:02:28.606, 68.81 W
2022/11/21 17:02:28.619, 68.81 W
2022/11/21 17:02:28.631, 68.81 W
2022/11/21 17:02:28.644, 68.81 W
2022/11/21 17:02:28.656, 68.81 W
2022/11/21 17:02:28.668, 68.81 W
2022/11/21 17:02:28.682, 66.33 W
2022/11/21 17:02:28.695, 66.33 W
2022/11/21 17:02:28.709, 66.33 W
2022/11/21 17:02:28.723, 66.33 W
2022/11/21 17:02:28.736, 66.33 W
2022/11/21 17:02:28.749, 66.33 W
2022/11/21 17:02:28.763, 66.33 W
2022/11/21 17:02:28.776, 66.33 W
